Year,World rank,Company,Country,Region,ISO3 Code,ICB3 short,ICB3 long,R&D (€million),R&D one-year growth (%),Net sales (€million),Net sales one-year growth (%),R&D intensity (%),Capex (€million),Capex one-year growth (%),Capex intensity (%),R&D-to-capex ratio (%),Operating profit (€million),Operating profit one-year growth (%),Profitability (%),Market capitalisation (€million),Market capitalisation one-year growth (%),Employees,Employees one-year growth (%),
2024,1548,INTEGRAL AD SCIENCE HOLDING CORP.,US,US,USA,ICT services,Software & Computer Services,104.38,3.61,510.25,11.75,20.46,1.72,-9.67,0.34,6078.25,61.90,267.04,12.13,1634.69,-24.76,902,2.50,
2024,1549,COGNYTE SOFTWARE LTD,Israel,ROW,ISR,ICT services,Software & Computer Services,104.22,0.92,337.50,11.88,30.88,10.19,50.49,3.02,1022.71,-4.93,-71.61,-1.46,645.48,35.78,1623,0.62,
2024,1550,LANXESS AG,Germany,EU,DEU,Chemicals,Chemicals,104.00,5.05,6366.00,-5.18,1.63,320.00,-1.84,5.03,32.50,-28.00,-95.81,-0.44,2023.09,-17.03,12338,-3.98,
2024,1551,STERIS PLC,US,US,USA,Health industries,Health Care Equipment & Services,103.97,-17.34,5316.63,7.49,1.96,356.23,2.71,6.70,29.19,892.91,7.60,16.79,,,17787,-2.16,
2024,1552,"SANGAMO THERAPEUTICS, INC",US,US,USA,Health industries,Pharmaceuticals & Biotechnology,103.88,-51.20,55.64,-67.20,186.71,0.26,-98.74,0.46,40419.85,-95.46,-61.50,-171.57,204.85,122.26,183,-54.81,
2024,1553,NINEBOT LIMITED,China,China,CHN,Others,Support Services,103.75,34.34,1871.98,38.87,5.54,72.05,-33.91,3.85,143.99,148.08,171.47,7.91,342.21,67.14,4913,33.25,
2024,1554,LITTELFUSE INC,US,US,USA,Industrials,General Industrials,103.74,5.22,2108.74,-7.28,4.92,73.04,-11.96,3.46,142.04,167.20,-53.97,7.93,5628.63,-11.69,16000,-5.88,
2024,1555,"XIAMEN KING LONG MOTOR GROUP CO.,LTD.",China,China,CHN,Automobiles & Parts,Automobiles & Parts,103.42,11.34,3028.44,18.38,3.41,37.82,28.55,1.25,273.42,-13.00,39.48,-0.43,1329.49,85.74,12286,4.55,
2024,1556,"INNER MONGOLIA YILI INDUSTRIAL GROUP CO.,LTD.",China,China,CHN,Others,Food Producers,103.40,0.70,15267.70,-8.24,0.68,524.62,-42.80,3.44,19.71,818.06,-41.56,5.36,25210.46,13.35,63414,-1.39,
2024,1557,FULLSHARE HOLDINGS LIMITED,China,China,CHN,Financial,Real Estate Investment & Services,103.26,-11.28,3052.49,-6.83,3.38,275.29,-15.41,9.02,37.51,-867.46,-1780.07,-28.42,,,8807,-0.83,
2024,1558,"CENTURY THERAPEUTICS, INC.",US,US,USA,Health industries,Pharmaceuticals & Biotechnology,103.23,15.68,6.34,194.81,1627.62,0.15,-98.88,2.34,69638.96,-132.96,-5.74,-2096.48,82.66,-56.50,150,-9.09,
2024,1559,"RAPT THERAPEUTICS, INC.",US,US,USA,Health industries,Pharmaceuticals & Biotechnology,103.20,6.15,0.00,,,0.12,-89.16,,87882.79,-131.00,7.11,,53.17,-93.50,68,-48.09,
2024,1560,TATA STEEL LIMITED,India,ROW,IND,Industrials,Industrial Metals & Mining,103.01,-3.85,24573.70,-4.64,0.42,1762.05,-13.93,7.17,5.85,1689.19,18.76,6.87,20804.48,-4.93,75377,-38.15,
2024,1561,TRANSDIGM GROUP INCORPORATED,US,US,USA,Aerospace & Defence,Aerospace & Defence,102.99,1.90,7642.70,20.58,1.35,158.82,18.71,2.08,64.85,3398.79,20.80,44.47,71523.97,54.08,16600,7.10,
2024,1562,GUANGZHOU BAIYUNSHAN PHARMACEUTICAL HOLDINGS COMPANY LIMITED,China,China,CHN,Health industries,Pharmaceuticals & Biotechnology,102.88,-2.99,9889.21,-0.69,1.04,148.77,-30.72,1.50,69.16,393.82,-35.00,3.98,496.18,-13.98,28138,0.32,
2024,1563,"EMPYREAN TECHNOLOGY CO., LTD.",China,China,CHN,ICT services,Software & Computer Services,102.87,29.33,161.19,20.98,63.82,10.43,-31.02,6.47,986.10,-16.49,-951.42,-10.23,4189.17,13.97,1202,17.50,
2024,1564,SITIME CORPORATION,US,US,USA,ICT producers,Electronic & Electrical Equipment,102.85,9.49,195.11,40.77,52.72,34.86,304.89,17.87,295.04,-100.60,5.07,-51.56,4824.19,87.78,395,3.40,
2024,1565,ZETA GLOBAL HOLDINGS CORP.,US,US,USA,ICT services,Software & Computer Services,102.72,19.43,968.10,38.02,10.61,24.76,25.60,2.56,414.81,-57.45,-63.75,-5.93,3680.74,136.57,2191,22.88,
2024,1566,"OMNICELL, INC.",US,US,USA,Health industries,Health Care Equipment & Services,102.34,-0.47,1070.59,-3.04,9.56,35.10,-12.08,3.28,291.59,5.28,-128.40,0.49,1984.82,21.27,3670,0.55,
2024,1567,COLRUYT GROUP N.V.,Belgium,EU,BEL,Others,General Retailers,102.30,7.91,10963.40,-1.28,0.93,478.70,10.35,4.37,21.37,439.20,-5.00,4.01,4730.92,-13.24,32418,0.98,
2024,1568,FORYOU CORPORATION,China,China,CHN,ICT producers,Electronic & Electrical Equipment,102.15,27.68,1339.46,42.33,7.63,119.14,38.32,8.89,85.73,91.60,54.04,6.84,2127.43,-4.20,7886,17.09,
2024,1569,AMCOR PLC,Australia,ROW,AUS,Others,Forestry & Paper,102.03,4.95,13129.27,-7.17,0.78,473.58,-6.46,3.61,21.54,1261.91,-6.62,9.61,12060.97,-15.57,41000,0.00,
2024,1570,TYSON FOODS INC.,US,US,USA,Others,Food Producers,102.03,-7.02,51312.93,0.81,0.20,1089.61,-41.62,2.12,9.36,1356.24,-456.71,2.64,15204.96,5.70,138000,-0.72,
2024,1571,HINDALCO INDUSTRIES LIMITED,India,ROW,IND,Industrials,Industrial Metals & Mining,101.99,6.96,26817.34,10.43,0.38,2321.85,31.29,8.66,4.39,2766.34,49.75,10.32,16564.66,16.99,22947,3.05,
2024,1572,"WONIK IPS CO.,LTD.",South Korea,ROW,KOR,ICT producers,Technology Hardware & Equipment,101.94,-5.10,488.32,8.38,20.88,13.99,-63.99,2.86,728.76,6.95,-158.87,1.42,718.33,-33.95,,,
2024,1573,MELEXIS N.V.,Belgium,EU,BEL,ICT producers,Technology Hardware & Equipment,101.65,3.14,932.81,-3.27,10.90,52.99,-42.89,5.68,191.81,219.89,-15.83,23.57,2282.60,-38.08,1941,0.52,
2024,1574,"WOLONG ELECTRIC GROUP CO.,LTD.",China,China,CHN,Industrials,Industrial Engineering,101.61,0.06,2142.48,4.37,4.74,158.75,-7.32,7.41,64.01,144.99,13.24,6.77,2952.88,45.92,15178,-3.50,
2024,1575,AXCELIS TECHNOLOGIES INC,US,US,USA,ICT producers,Electronic & Electrical Equipment,101.55,8.86,979.75,-9.97,10.36,11.72,-41.03,1.20,866.08,202.90,-20.69,20.71,2186.16,-46.19,1524,-10.56,
2024,1576,GLOBAL-E ONLINE LTD.,Israel,ROW,ISR,ICT services,Software & Computer Services,101.54,8.12,724.58,32.08,14.01,2.25,34.12,0.31,4517.64,-65.38,-50.44,-9.02,8877.40,42.57,1084,17.44,
2024,1577,OPKO HEALTH INC.,US,US,USA,Health industries,Pharmaceuticals & Biotechnology,101.27,17.44,686.44,-17.41,14.75,24.07,53.67,3.51,420.69,-146.37,-3.16,-21.32,965.69,-13.51,2997,-23.74,
2024,1578,TOPSEC TECHNOLOGIES GROUP INC.,China,China,CHN,ICT producers,Technology Hardware & Equipment,101.25,-18.32,371.93,-9.73,27.22,50.20,9.64,13.50,201.67,-10.35,-80.55,-2.78,992.94,-34.10,5296,-13.93,
2024,1579,"HYUNDAI ENGINEERING & CONSTRUCTION CO.,LTD.",South Korea,ROW,KOR,Construction & Materials,Construction & Materials,101.11,11.63,21323.15,10.18,0.47,116.73,-19.49,0.55,86.62,-824.61,-260.86,-3.87,1852.06,-26.98,,,
2024,1580,WUXI BIOLOGICS (CAYMAN) INC,China,China,CHN,Health industries,Pharmaceuticals & Biotechnology,101.07,-2.47,2462.70,9.63,4.10,518.19,-2.87,21.04,19.50,586.70,15.00,23.82,8937.81,-41.19,12575,-1.30,
2024,1581,METSO OYJ,Finland,EU,FIN,Industrials,Industrial Engineering,101.00,74.14,4863.00,40.31,2.08,188.00,113.64,3.87,53.72,751.00,206.53,15.44,7444.17,9.85,17081,10.44,
2024,1582,BOBST GROUP SA,Switzerland,ROW,CHE,Industrials,Industrial Engineering,100.83,0.64,2009.35,-3.52,5.02,33.04,15.61,1.64,305.14,165.32,965.75,8.23,,,6433,1.10,
2024,1583,"WUS PRINTED CIRCUIT (KUNSHAN) CO., LTD.",China,China,CHN,ICT producers,Electronic & Electrical Equipment,100.72,,1759.33,,5.72,92.73,,5.27,108.61,361.89,,20.57,10025.28,,10841,,
2024,1584,"SPRINKLR, INC.",US,US,USA,ICT services,Software & Computer Services,100.71,1.51,766.57,8.74,13.14,5.58,-32.12,0.73,1803.34,25.77,-21.14,3.36,1183.50,-35.87,3589,-7.24,
2024,1585,"HANGCHA GROUP CO.,LTD",China,China,CHN,Industrials,Industrial Engineering,100.60,6.06,2173.97,1.32,4.63,59.61,-24.02,2.74,168.76,264.78,2.49,12.18,3090.09,0.67,6447,6.11,
2024,1586,OBAYASHI CORPORATION,Japan,Japan,JPN,Construction & Materials,Construction & Materials,100.53,-0.88,16068.32,12.68,0.63,307.73,-35.99,1.92,32.67,852.40,86.44,5.30,8854.70,7.44,17305,1.88,
2024,1587,"SHANGHAI MECHANICAL & ELECTRICAL INDUSTRY CO., LTD.",China,China,CHN,Industrials,Industrial Engineering,100.49,-2.30,2727.37,-7.34,3.68,9.52,-46.64,0.35,1055.24,91.01,-42.27,3.34,233.74,26.10,4592,0.07,
2024,1588,"SHENZHEN MTC CO.,LTD",China,China,CHN,Others,Leisure Goods,100.46,24.51,2680.40,18.40,3.75,103.14,0.03,3.85,97.41,238.60,13.71,8.90,3448.53,3.59,15071,10.19,
2024,1589,XJ ELECTRIC CO.LTD,China,China,CHN,ICT producers,Electronic & Electrical Equipment,100.25,12.58,2253.52,0.17,4.45,51.44,83.66,2.28,194.89,171.87,18.23,7.63,3660.64,25.37,5811,2.65,
2024,1590,ANDRITZ AG,Austria,EU,AUT,Industrials,Industrial Engineering,100.20,-5.92,8313.70,-4.00,1.21,179.50,5.09,2.16,55.82,619.10,-5.09,7.45,5093.92,-13.16,30003,0.96,
2024,1591,"AMYLYX PHARMACEUTICALS, INC.",US,US,USA,Health industries,Pharmaceuticals & Biotechnology,100.19,-18.80,84.45,-76.96,118.64,35.00,2829.90,41.44,286.26,-280.95,-852.23,-332.70,249.41,-73.77,123,-67.97,
2024,1592,INDIVIOR PLC,US,US,USA,Health industries,Pharmaceuticals & Biotechnology,100.11,-61.90,1143.52,8.69,8.75,27.91,262.50,2.44,358.62,-22.14,475.00,-1.94,1494.42,-24.17,1152,9.61,
2024,1593,OUTSYSTEMS HOLDINGS S.A.,Portugal,EU,PRT,ICT services,Software & Computer Services,100.09,-15.34,500.08,16.42,20.02,0.80,50.66,0.16,12558.59,31.02,-160.09,6.20,,,1727,-7.99,
2024,1594,DIC CORPORATION,Japan,Japan,JPN,Chemicals,Chemicals,100.04,-5.10,6568.91,3.12,1.52,262.39,-17.81,3.99,38.13,271.84,-396.94,4.14,1978.64,17.32,21184,-4.81,
2024,1595,TOYO SEIKAN GROUP HOLDINGS LTD,Japan,Japan,JPN,Industrials,General Industrials,99.93,-5.91,5657.52,-2.96,1.77,206.19,-46.82,3.64,48.46,173.78,1.70,3.07,2467.68,-6.17,18830,-4.29,
2024,1596,SINO-AMERICAN SILICON PRODUCTS INC.,Taiwan,ROW,TWN,ICT producers,Technology Hardware & Equipment,99.87,14.45,2350.41,-2.79,4.25,1498.53,34.26,63.76,6.66,475.33,-13.40,20.22,2532.42,-25.28,,,
2024,1597,GERON CORPORATION,US,US,USA,Health industries,Pharmaceuticals & Biotechnology,99.85,-17.04,74.11,32386.92,134.74,0.65,-18.07,0.88,15255.59,-167.23,-10.42,-225.64,2059.81,87.93,229,62.41,
2024,1598,"HUBEI YIHUA CHEMICAL INDUSTRY CO.,LTD",China,China,CHN,Chemicals,Chemicals,99.82,11.98,2236.97,-0.46,4.46,615.07,166.77,27.50,16.23,87.06,-44.88,3.89,1676.39,35.37,7460,-3.92,
2024,1599,PHARMA MAR S.A.,Spain,EU,ESP,Health industries,Pharmaceuticals & Biotechnology,99.70,2.78,174.86,10.56,57.02,15.02,-5.90,8.59,663.97,3.90,-180.77,2.23,1464.72,94.26,500,-1.77,
2024,1600,FUJITSU GENERAL LIMITED,Japan,Japan,JPN,Construction & Materials,Construction & Materials,99.66,6.43,2171.51,11.88,4.59,30.60,19.61,1.41,325.67,88.75,164.96,4.09,1873.27,48.24,8503,-2.99,
2024,1601,BOLIDEN AB,Sweden,EU,SWE,Industrials,Mining,99.66,-8.57,7784.89,13.56,1.28,1306.05,-2.94,16.78,7.63,1172.44,66.32,15.06,7411.25,-1.27,5808,2.54,
2024,1602,SHIMANO INC,Japan,Japan,JPN,Others,Leisure Goods,99.63,11.18,2765.81,-4.93,3.60,225.83,48.59,8.17,44.12,399.15,-21.34,14.43,11713.37,-6.82,10130,4.40,
2024,1603,CONVATEC GROUP PLC,UK,ROW,GBR,Health industries,Pharmaceuticals & Biotechnology,99.62,0.10,2203.48,6.85,4.52,117.53,-5.50,5.33,84.77,312.73,23.68,14.19,5475.31,-10.21,10483,3.49,
2024,1604,"TOWA PHARMACEUTICAL CO., LTD.",Japan,Japan,JPN,Health industries,Pharmaceuticals & Biotechnology,99.42,22.43,1592.02,13.89,6.25,176.23,-24.08,11.07,56.42,142.46,31.64,8.95,853.70,-6.95,4788,4.36,
2024,1605,ALMIRALL S.A,Spain,EU,ESP,Health industries,Pharmaceuticals & Biotechnology,99.36,30.87,985.72,10.20,10.08,29.84,-10.94,3.03,333.03,32.59,-931.22,3.31,1757.91,-0.35,1885,-1.00,
2024,1606,"G-BITS NETWORK TECHNOLOGY (XIAMEN) CO., LTD.",China,China,CHN,ICT services,Software & Computer Services,99.35,10.90,487.34,-11.69,20.39,3.10,-57.80,0.64,3206.59,140.63,-31.36,28.86,2079.02,-10.72,1460,0.90,
2024,1607,"NERDWALLET, INC.",US,US,USA,ICT services,Software & Computer Services,99.34,-5.58,661.85,14.71,15.01,0.58,-14.29,0.09,17200.00,9.05,161.11,1.37,534.52,-14.57,650,-10.96,
2024,1608,"RAYTRON TECHNOLOGY CO.,LTD.",China,China,CHN,ICT producers,Electronic & Electrical Equipment,99.30,26.76,569.11,21.28,17.45,58.47,-4.59,10.27,169.83,52.77,9.08,9.27,2820.20,8.12,3131,14.15,
2024,1609,"ANHUI ZHONGDING SEALING PARTS CO.,LTD.",China,China,CHN,Automobiles & Parts,Automobiles & Parts,99.07,9.28,2486.26,9.33,3.98,86.57,-36.50,3.48,114.44,206.93,21.58,8.32,2274.07,6.10,22935,-1.07,
2024,1610,"GUIZHOU SPACE APPLIANCE CO.,LTD.",China,China,CHN,ICT producers,Electronic & Electrical Equipment,99.06,7.50,662.62,-19.08,14.95,43.63,-26.22,6.58,227.03,39.78,-63.54,6.00,2898.06,1.13,6249,4.76,
2024,1611,MCCORMICK & COMPANY INC,US,US,USA,Others,Food Producers,99.05,8.43,6471.94,0.92,1.53,264.61,4.17,4.09,37.43,1029.74,4.45,15.91,18722.14,18.85,14100,2.17,
2024,1612,"EVENTBRITE, INC.",US,US,USA,Others,Leisure Goods,99.02,5.53,312.90,-0.33,31.65,0.58,-45.31,0.18,17145.50,-29.41,22.99,-9.40,262.73,-61.33,748,-13.63,
2024,1613,ALKAMI TECHNOLOGY INC,US,US,USA,ICT services,Software & Computer Services,99.02,14.43,321.35,26.06,30.81,1.15,12.95,0.36,8608.45,-42.77,-29.97,-13.31,3548.19,60.40,938,2.29,
2024,1614,PLANET LABS PBC,US,US,USA,ICT producers,Technology Hardware & Equipment,99.02,-10.98,235.20,10.72,42.10,42.64,16.60,18.13,232.22,-101.60,-34.06,-43.20,1630.76,177.64,970,-17.80,
2024,1615,EVERTZ TECHNOLOGIES LIMITED,Canada,ROW,CAN,Others,Leisure Goods,98.92,9.65,335.58,-2.52,29.48,5.32,-16.88,1.58,1861.03,54.38,-18.90,16.21,675.80,13.84,,,
2024,1616,MELROSE INDUSTRIES PLC,UK,ROW,GBR,Industrials,Industrial Engineering,98.89,12.33,4182.45,-29.68,2.36,130.25,13.68,3.11,75.93,75.98,-23.17,1.82,8603.00,-5.22,13992,-63.77,
2024,1617,ENDO INTERNATIONAL PLC,US,US,USA,Health industries,Pharmaceuticals & Biotechnology,98.89,-11.02,1694.23,-12.50,5.84,54.62,-39.84,3.22,181.05,-376.60,-83.58,-22.23,,,3116,6.31,
2024,1618,ENEOS HOLDINGS INC,Japan,Japan,JPN,Energy,Oil & Gas Producers,98.83,-49.80,81363.74,-4.25,0.12,1734.47,-6.91,2.13,5.70,2082.93,-14.85,2.56,14676.24,7.90,34238,-21.62,
2024,1619,"AEVA TECHNOLOGIES, INC.",US,US,USA,ICT producers,Technology Hardware & Equipment,98.82,0.16,8.73,110.23,1132.56,4.92,-16.33,56.34,2010.32,-141.37,-0.62,-1620.21,246.36,29.79,276,-8.31,
2024,1620,AMPLITUDE INC,US,US,USA,ICT services,Software & Computer Services,98.78,11.49,288.07,8.32,34.29,1.66,34.87,0.58,5948.87,-103.36,13.78,-35.88,960.56,-5.64,724,7.26,
2024,1621,TRITON UK MIDCO LIMITED,UK,ROW,GBR,Financial,Real Estate Investment & Services,98.76,-15.21,400.62,-2.71,24.65,0.96,-60.00,0.24,10260.00,64.97,205.43,16.22,,,1823,-21.29,
2024,1622,PHARVARIS N.V.,Netherlands,EU,NLD,Health industries,Pharmaceuticals & Biotechnology,98.56,,0.00,,,0.54,,,18317.43,-145.69,,,964.87,,108,,
2024,1623,TOKUYAMA CORPORATION,Japan,Japan,JPN,Chemicals,Chemicals,98.53,11.15,2103.97,0.32,4.68,138.59,-28.47,6.59,71.09,181.35,15.72,8.62,1243.67,3.61,5782,0.84,
2024,1624,"ACUITY BRANDS, INC.",US,US,USA,Others,Household Goods & Home Construction,98.47,5.36,3697.18,-2.81,2.66,61.60,-4.05,1.67,159.84,532.58,16.88,14.41,6721.52,37.38,13200,8.20,
2024,1625,SPIRENT COMMUNICATIONS PLC,UK,ROW,GBR,ICT producers,Technology Hardware & Equipment,98.37,0.49,442.97,-2.97,22.21,7.03,12.31,1.59,1400.00,10.40,-44.04,2.35,1024.20,17.84,1528,-5.74,
2024,1626,LING YUN INDUSTRIAL CORPORATION LIMITED,China,China,CHN,Automobiles & Parts,Automobiles & Parts,98.36,3.58,2484.07,0.72,3.96,81.42,-21.07,3.28,120.81,149.29,15.83,6.01,1307.16,18.66,10806,1.88,
2024,1627,"GONEO GROUP CO.,LTD.",China,China,CHN,Others,Household Goods & Home Construction,98.31,12.90,2219.42,7.24,4.43,123.76,43.24,5.58,79.43,586.10,4.92,26.41,11916.05,6.39,13223,-3.80,
2024,1628,"SHANYING INTERNATIONAL HOLDINGS CO.,LTD.",China,China,CHN,Others,Forestry & Paper,98.24,0.79,3854.42,-0.35,2.55,218.03,-17.94,5.66,45.06,-77.80,-155.19,-2.02,1414.17,23.65,13637,-2.76,
2024,1629,VINGROUP JOINT STOCK COMPANY,Vietnam,ROW,VNM,Others,Support Services,98.22,0.26,7168.77,17.14,1.37,1841.28,-10.96,25.68,5.33,-191.55,96.87,-2.67,6132.89,-7.57,,,
2024,1630,PRIMAX ELECTRONICS LTD.,Taiwan,ROW,TWN,ICT producers,Technology Hardware & Equipment,98.16,7.72,1718.11,-3.71,5.71,40.51,-12.62,2.36,242.33,79.96,-1.10,4.65,1039.36,12.41,,,
2024,1631,GENUS PLC,UK,ROW,GBR,Health industries,Pharmaceuticals & Biotechnology,98.05,23.74,806.58,-3.03,12.16,17.85,-42.86,2.21,549.32,7.72,-84.20,0.96,1273.84,-26.52,3581,-1.30,
2024,1632,SERCOMM CORPORATION,Taiwan,ROW,TWN,ICT producers,Technology Hardware & Equipment,98.03,6.24,1675.19,-9.26,5.85,36.40,22.11,2.17,269.32,86.54,-5.77,5.17,1074.87,-2.96,,,
2024,1633,"HONGFA TECHNOLOGY CO.,LTD.",China,China,CHN,ICT producers,Electronic & Electrical Equipment,98.00,16.74,1859.68,9.07,5.27,152.64,11.93,8.21,64.20,313.02,5.67,16.83,4375.23,15.13,15920,4.07,
2024,1634,A. O. SMITH CORPORATION,US,US,USA,ICT producers,Electronic & Electrical Equipment,97.89,4.31,3675.14,-0.90,2.66,103.96,48.76,2.83,94.17,689.96,-5.36,18.77,7820.29,-19.26,12700,5.83,
2024,1635,RSA INSURANCE GROUP LIMITED,UK,ROW,GBR,Financial,Nonlife Insurance,97.69,-31.93,4556.31,18.84,2.14,10.85,-25.00,0.24,900.00,328.03,-3122.22,7.20,,,5821,-2.81,
2024,1636,IGG INC,Singapore,ROW,SGP,Others,Leisure Goods,97.59,-15.77,711.04,8.95,13.72,16.59,-0.04,2.33,588.17,68.45,809.54,9.63,587.77,23.35,2028,2.63,
2024,1637,WACKER NEUSON SE,Germany,EU,DEU,Industrials,Industrial Engineering,97.40,0.52,2234.90,-15.82,4.36,61.90,-52.02,2.77,157.35,121.30,-52.32,5.43,1031.06,-18.96,6004,-8.74,
2024,1638,"FIBROGEN, INC.",US,US,USA,Health industries,Pharmaceuticals & Biotechnology,97.33,-61.76,195.67,37.59,49.74,0.26,-89.44,0.13,38014.66,-17.34,-93.31,-8.86,51.36,-38.40,225,-53.70,
2024,1639,"AVIDXCHANGE HOLDINGS, INC.",US,US,USA,ICT services,Software & Computer Services,97.32,3.64,422.50,15.29,23.04,1.99,-8.47,0.47,4901.11,-2.65,-94.66,-0.63,2047.56,-14.96,1600,0.00,
2024,1640,QUADIENT SA,France,EU,FRA,ICT producers,Technology Hardware & Equipment,97.20,1.04,1097.90,2.56,8.85,59.60,14.84,5.43,163.09,137.80,-2.89,12.55,628.71,-7.03,4680,-0.87,
2024,1641,POWER INTEGRATIONS INC,US,US,USA,ICT producers,Electronic & Electrical Equipment,97.02,4.92,403.29,-5.75,24.06,16.64,-17.23,4.13,583.07,17.26,-48.86,4.28,3377.18,-24.38,865,5.62,
2024,1642,KEYMED BIOSCIENCES INC.,China,China,CHN,Health industries,Pharmaceuticals & Biotechnology,96.95,23.30,56.46,20.91,171.72,27.42,-36.46,48.56,353.60,-82.20,42.20,-145.60,1071.64,-35.31,1258,35.71,
2024,1643,BRAINLAB AG,Germany,EU,DEU,Health industries,Health Care Equipment & Services,96.93,20.40,429.23,17.82,22.58,8.30,0.36,1.93,1167.57,17.34,-344.68,4.04,,,2266,6.29,
2024,1644,"BEIJING DABEINONG TECHNOLOGY GROUP CO.,LTD.",China,China,CHN,Industrials,General Industrials,96.91,-11.86,3793.46,-13.85,2.55,114.04,-17.44,3.01,84.98,100.27,-133.17,2.64,1891.55,-27.24,16136,-12.61,
2024,1645,"CSI SOLAR CO., LTD.",China,China,CHN,Industrials,Industrial Engineering,96.81,15.83,6087.72,-10.03,1.59,1037.55,-4.10,17.04,9.33,206.07,-47.26,3.38,742.76,-0.55,15796,-26.10,
2024,1646,MITSUBA CORPORATION,Japan,Japan,JPN,ICT producers,Electronic & Electrical Equipment,96.80,5.67,2142.48,1.51,4.52,53.88,-14.51,2.51,179.67,118.50,-7.14,5.53,231.20,-49.35,21887,-3.43,
2024,1647,BIO-THERA SOLUTIONS LTD.,China,China,CHN,Health industries,Pharmaceuticals & Biotechnology,96.74,0.94,98.00,5.44,98.71,16.73,-51.61,17.07,578.31,-65.03,7.79,-66.35,1058.25,-53.01,1251,7.20,
2024,1648,ZHIHU INC,China,China,CHN,ICT services,Software & Computer Services,96.60,-18.74,474.58,-14.29,20.35,0.36,-67.83,0.08,26823.62,-63.44,-55.13,-13.37,279.98,-45.19,1887,-30.90,
2024,1649,BIOCON LIMITED,India,ROW,IND,Health industries,Pharmaceuticals & Biotechnology,96.53,-25.61,1716.08,7.51,5.63,240.25,27.14,14.00,40.18,295.66,14.47,17.23,4425.90,27.47,16561,1.51,
2024,1650,AIR PRODUCTS & CHEMICALS INC,US,US,USA,Chemicals,Chemicals,96.45,-5.11,11647.51,-3.96,0.83,6542.21,46.91,56.17,1.47,2837.14,7.60,24.36,59121.03,-5.88,23000,0.00,
2024,1651,"WUHAN JINGCE ELECTRONIC GROUP CO.,LTD",China,China,CHN,ICT producers,Electronic & Electrical Equipment,96.35,14.05,338.25,5.59,28.48,56.30,-17.14,16.65,171.12,-26.69,-1043.19,-7.89,1719.39,-28.03,3364,12.92,
2024,1652,"SHANDONG SUN PAPER CO., LTD.",China,China,CHN,Others,Forestry & Paper,96.00,-18.29,5370.55,2.99,1.79,735.99,16.90,13.70,13.04,0.00,-100.00,0.00,5421.74,22.19,,,
2024,1653,AVIC SHENYANG AIRCRAFT COMPANY LIMITED,China,China,CHN,Aerospace & Defence,Aerospace & Defence,95.89,-25.47,5648.89,-7.37,1.70,402.62,19.12,7.13,23.82,471.81,20.79,8.35,18358.25,20.25,16295,-0.01,
2024,1654,"DOXIMITY, INC.",US,US,USA,ICT services,Software & Computer Services,95.84,13.61,549.04,19.98,17.45,0.00,-100.00,0.00,,219.27,32.59,39.94,6875.39,113.92,830,0.36,
2024,1655,BIO-TECHNE CORPORATION,US,US,USA,Health industries,Pharmaceuticals & Biotechnology,95.77,2.93,1173.97,5.23,8.16,29.85,-50.69,2.54,320.89,98.43,-53.25,8.38,9633.90,-22.94,2300,-25.81,
2024,1656,ADICET BIO INC,US,US,USA,Health industries,Pharmaceuticals & Biotechnology,95.60,-6.34,0.00,,,1.08,-74.96,,8883.99,-122.84,-16.06,,76.30,-2.22,152,6.29,
2024,1657,LIVEPERSON INC,US,US,USA,ICT services,Software & Computer Services,95.47,-19.53,300.77,-22.27,31.74,24.20,-12.27,8.05,394.50,-165.08,61.33,-54.88,132.06,-54.94,928,-15.25,
2024,1658,STRATASYS LIMITED,US,US,USA,ICT producers,Technology Hardware & Equipment,95.43,5.00,551.02,-8.79,17.32,10.47,-19.75,1.90,911.73,-82.45,-2.19,-14.96,613.68,-35.50,1779,-10.15,
2024,1659,ENVISTA HOLDINGS CORPORATION,US,US,USA,Health industries,Health Care Equipment & Services,95.39,5.65,2416.59,-2.18,3.95,32.53,-41.92,1.35,293.20,-999.33,-1658.86,-41.35,3195.45,-18.99,12300,-3.91,
2024,1660,"IMPINJ, INC.",US,US,USA,ICT producers,Technology Hardware & Equipment,95.13,11.59,352.38,19.04,27.00,16.47,-7.96,4.67,577.54,-5.06,-87.91,-1.44,3955.34,69.76,451,-5.05,
2024,1661,GLOBAL UNICHIP CORP.,Taiwan,ROW,TWN,ICT producers,Technology Hardware & Equipment,95.08,3.43,738.77,-4.56,12.87,13.88,363.37,1.88,684.92,112.18,-4.18,15.18,5351.64,-22.20,,,
2024,1662,AMERICAN WELL CORPORATION,US,US,USA,ICT services,Software & Computer Services,95.07,-18.29,244.84,-1.81,38.83,0.11,-38.02,0.05,82999.16,-189.28,-71.41,-77.31,95.41,-73.71,877,-20.56,
2024,1663,AVIENT CORP,US,US,USA,Chemicals,Chemicals,95.00,9.30,3119.07,3.11,3.05,117.34,2.09,3.76,80.97,316.97,47.54,10.16,3593.37,-0.87,9200,-1.08,
2024,1664,ZUIVELCOOPERATIE FRIESLANDCAMPINA U.A.,Netherlands,EU,NLD,Others,Food Producers,95.00,-5.94,12923.00,-1.14,0.74,450.00,-9.27,3.48,21.11,490.00,562.16,3.79,,,19576,-6.46,
